1e-06  5.9457e-12
1.2e-06  5.9457e-12
1.44e-06  5.9457e-12
1.728e-06  5.9457e-12
2.0736e-06  5.9457e-12
2.48832e-06  5.9457e-12
2.98598e-06  5.9457e-12
3.58318e-06  5.9457e-12
4.29982e-06  5.9457e-12
5.15978e-06  5.9457e-12
6.19174e-06  5.9457e-12
7.43008e-06  5.9457e-12
8.9161e-06  5.9457e-12
1.06993e-05  5.9457e-12
1.28392e-05  5.9457e-12
1.5407e-05  5.9457e-12
1.84884e-05  5.9457e-12
2.21861e-05  5.9457e-12
2.66233e-05  5.9457e-12
3.1948e-05  5.9457e-12
3.83376e-05  5.9457e-12
4.60051e-05  5.9457e-12
5.52061e-05  5.9457e-12
6.62474e-05  5.9457e-12
7.94968e-05  5.9457e-12
9.53962e-05  5.9457e-12
0.000114475  5.9457e-12
0.000137371  5.9457e-12
0.000164845  5.9457e-12
0.000197814  5.9457e-12
0.000237376  5.98275e-12
0.000284852  5.98275e-12
0.000341822  6.02003e-12
0.000410186  6.09481e-12
0.000492224  6.13279e-12
0.000590668  6.20897e-12
0.000708802  6.32432e-12
0.000850562  6.4805e-12
0.00102067  6.71912e-12
0.00122481  7.087e-12
0.00146977  7.59997e-12
0.00176373  8.23817e-12
0.00211647  9.21055e-12
0.00253977  1.06021e-11
0.00304772  1.24321e-11
0.00365726  1.50987e-11
0.00438871  1.86456e-11
0.00526646  2.3585e-11
0.00631975  3.05241e-11
0.0075837  4.03796e-11
0.00910044  5.41749e-11
0.0109205  7.36859e-11
0.0131046  1.01569e-10
0.0157256  1.40921e-10
0.0188707  1.96786e-10
0.0226448  2.78297e-10
0.0271738  3.96024e-10
0.0326085  5.6702e-10
0.0391302  8.11849e-10
0.0469563  1.16239e-09
0.0563475  1.66429e-09
0.067617  2.3829e-09
0.0811404  3.43254e-09
0.0973685  4.91464e-09
0.116842  7.12199e-09
0.140211  1.01971e-08
0.168253  1.46888e-08
0.201903  2.11591e-08
0.242284  3.04793e-08
0.290741  4.39051e-08
0.348889  6.32446e-08
0.418667  9.1103e-08
0.5024  1.31233e-07
0.60288  1.87897e-07
0.723456  2.72288e-07
0.868147  3.89857e-07
